class_number,cluster_rep_sequence_accession,family_label_ncbi_2021,families_in_class_2021,family_label_ncbi_2023,sequences_per_class,sequences_percent,max_length,mean_length,std_length,kmers_per_class,kmers_percent,protein_description,protein_function_class,host,molecule_type,genus
871,CAD6468500.1,Picornaviridae,Picornaviridae,Picornaviridae,42,0.004086608863854625,2225.0,994.4,920.52,1556,0.008,polyprotein,Other-Functions,Gallus gallus,ssRNA(+),Tremovirus
872,QUW17162.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,42,0.004086608863854625,2094.0,1467.57,835.95,2507,0.013,replicase,Replication-Transcription,Chrysanthemum,ssRNA(+),Carlavirus
873,YP_003987358.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,42,0.004086608863854625,1657.0,1550.57,297.05,2654,0.014,putative serine/threonine-protein kinase/receptor,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
874,QKK35402.1,Nodaviridae,Nodaviridae,Nodaviridae,42,0.004086608863854625,1065.0,667.74,382.24,858,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Macrobrachium rosenbergii,ssRNA(+),Alphanodavirus
875,AYV76937.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,42,0.004086608863854625,983.0,802.71,105.65,1080,0.006,DNA topoisomerase 1,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
876,AYV84232.1,Mimiviridae,Mimiviridae,Mimiviridae,41,0.0039893086528104684,2157.0,1668.2,589.8,2828,0.015,putative early transcription factor large subunit,Replication-Transcription,Acanthamoeba polyphaga,dsDNA,Mimivirus
877,QHG11155.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,41,0.0039893086528104684,2003.0,484.66,652.99,565,0.003,ORFIII polyprotein,Polyprotein,Musa acuminata,dsDNA-RT,Badnavirus
878,AAL55651.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,41,0.0039893086528104684,1677.0,1059.07,664.04,1607,0.008,coat protein,Other-Functions,Oryza sativa,dsDNA-RT,Tungrovirus
879,AYV78915.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,41,0.0039893086528104684,1152.0,1016.76,149.81,1496,0.008,DNA mismatch repair ATPase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
880,YP_009345987.1,Baculoviridae,Baculoviridae-Nudiviridae,Baculoviridae,41,0.0039893086528104684,1042.0,651.95,138.25,744,0.004,RR1,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
881,YP_009310251.1,Mimiviridae,Mimiviridae-Marseilleviridae,Mimiviridae,41,0.0039893086528104684,833.0,615.24,157.19,701,0.004,D6/D11-like helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Marseillevirus
882,AGE50337.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,41,0.0039893086528104684,589.0,545.37,20.23,526,0.003,cellulose synthase catalytic subunit (UDP-forming),Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
883,QID77659.1,Endornaviridae,Endornaviridae,Endornaviridae,40,0.00389200844176631,4939.0,870.52,1537.78,1204,0.006,polyprotein,Polyprotein,Capsicum annuum,dsRNA,Alphaendornavirus
884,YP_009290629.1,Picornaviridae,Picornaviridae-Dicistroviridae,Picornaviridae,40,0.00389200844176631,2491.0,1331.72,1080.03,2159,0.011,polyprotein,Polyprotein,Rattus norvegicus,ssRNA(+),Rosavirus
885,YP_009362026.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,40,0.00389200844176631,2425.0,641.05,830.8,785,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Culex simpliciforceps,ssRNA(-),Herbevirus
886,AYJ71467.2,Picornaviridae,Picornaviridae,Picornaviridae,40,0.00389200844176631,2274.0,887.9,863.66,1240,0.006,polyprotein,Polyprotein,Rattus norvegicus,ssRNA(+),Hunnivirus
887,YP_595727.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,40,0.00389200844176631,2004.0,1833.92,479.49,3114,0.016,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Carlavirus
888,YP_001427130.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,40,0.00389200844176631,1433.0,827.3,410.03,1118,0.006,hypothetical protein,Hypothetical,Micractinium conductrix,dsDNA,Chlorovirus
889,A48779,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,40,0.00389200844176631,1120.0,898.25,171.94,1229,0.006,elongation factor 3,Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
890,NP_077436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,40,0.00389200844176631,1041.0,864.0,339.82,1221,0.006,ORF21,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
891,YP_009508876.1,Secoviridae,Secoviridae,Secoviridae,40,0.00389200844176631,1006.0,844.92,280.0,1140,0.006,polyprotein 2,Polyprotein,Prunus avium,ssRNA(+),Fabavirus
892,NP_149000.1,Potyviridae,Potyviridae,Potyviridae,40,0.00389200844176631,890.0,566.88,335.89,622,0.003,polyprotein,Polyprotein,Hordeum vulgare,ssRNA(+),Bymovirus
893,YP_010086025.1,Reoviridae,Reoviridae,Sedoreoviridae,40,0.00389200844176631,826.0,686.32,206.35,790,0.004,VP4,Other-Functions,Sus scrofa,dsRNA,Rotavirus
894,AYV85094.1,Mimiviridae,Mimiviridae-Asfarviridae,Mimiviridae,40,0.00389200844176631,815.0,609.7,217.55,666,0.003,putative FtsJ-like methyltransferase,Other-Functions,Acanthamoeba castellanii,dsDNA,Asfivirus
895,AYV85114.1,Mimiviridae,Mimiviridae,Mimiviridae,39,0.0037947082307221527,1760.0,1219.38,582.82,1838,0.01,B-family DNA polymerase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
896,YP_009551946.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,39,0.0037947082307221527,1703.0,1204.0,718.66,1868,0.01,replicase,Replication-Transcription,Vitis vinifera,ssRNA(+),Vitivirus
897,AKS10590.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,39,0.0037947082307221527,1119.0,704.64,368.8,858,0.004,hypothetical protein,Other-Functions,Penaeus vannamei,dsDNA,Whispovirus
898,BAV93436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,39,0.0037947082307221527,829.0,617.97,244.29,676,0.004,envelope glycoprotein J,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
899,YP_001293224.1,Poxviridae,Poxviridae,Poxviridae,39,0.0037947082307221527,735.0,705.33,100.25,813,0.004,hypothetical protein,Hypothetical,Bos taurus,dsDNA,Capripoxvirus
900,QJQ28579.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,39,0.0037947082307221527,732.0,672.26,154.53,776,0.004,PB2 polymerase,Replication-Transcription,Salmo salar,ssRNA(-),Isavirus
901,YP_001876435.1,Coronaviridae,Coronaviridae,Coronaviridae,38,0.0036974080196779946,6663.0,3436.34,3162.68,6109,0.032,replicase polyprotein,Replication-Transcription,Arenaria interpres,ssRNA(+),Gammacoronavirus
902,NP_891562.2,Closteroviridae,Closteroviridae,Closteroviridae,38,0.0036974080196779946,2150.0,905.71,819.31,1270,0.007,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Ampelovirus
903,QDH87218.1,Mitoviridae,Mitoviridae,Mitoviridae,38,0.0036974080196779946,995.0,566.5,286.54,563,0.003,RNA-dependent RNA polymerase,Replication-Transcription,Undefined host,ssRNA(+),Mitovirus
904,YP_001497355.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,38,0.0036974080196779946,867.0,851.29,7.15,1076,0.006,glycosyl transferase,Hypothetical,Chlorella heliozoae,dsDNA,Chlorovirus
905,NP_045007.1,Closteroviridae,Closteroviridae,Closteroviridae,38,0.0036974080196779946,664.0,611.39,149.26,646,0.003,minor coat protein,Structural-Envelope,Prunus avium,ssRNA(+),Velarivirus
906,AGE48446.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,38,0.0036974080196779946,626.0,595.79,16.42,578,0.003,PBCV-specific basic adaptor domain-containing protein,Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
907,QNS27180.1,Flaviviridae,Flaviviridae,Flaviviridae,37,0.003600107808633837,3256.0,3063.57,165.53,5132,0.027,polyprotein,Polyprotein,Lophuromys machangui,ssRNA(+),Hepacivirus
908,YP_009361867.1,Flaviviridae,Flaviviridae,Flaviviridae,37,0.003600107808633837,2972.0,1108.49,1224.09,1532,0.008,E2 glycoprotein,Polyprotein,Sus scrofa,ssRNA(+),Pegivirus
909,QQR34436.1,Picornaviridae,Picornaviridae,Picornaviridae,37,0.003600107808633837,2411.0,1284.03,1058.32,1915,0.01,polyprotein,Polyprotein,Canis lupus familiaris,ssRNA(+),Mischivirus
910,YP_003075957.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,37,0.003600107808633837,1999.0,541.92,708.33,616,0.003,replicase,Replication-Transcription,Vaccinium corymbosum,ssRNA(+),Carlavirus
911,ALO75725.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,37,0.003600107808633837,1471.0,1448.38,77.96,2148,0.011,ICP4,Replication-Transcription,Sus scrofa,dsDNA,Varicellovirus
912,QTF48904.1,Mimiviridae,Mimiviridae,Mimiviridae,37,0.003600107808633837,1105.0,858.65,297.52,1057,0.006,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
913,QKO28838.1,Baculoviridae,Baculoviridae,Baculoviridae,37,0.003600107808633837,1047.0,524.32,341.15,512,0.003,late expression factor 8,Other-Functions,Spodoptera frugiperda,dsDNA,Alphabaculovirus
914,YP_002268145.1,Baculoviridae,Baculoviridae-Polydnaviridae-Ascoviridae,Baculoviridae,37,0.003600107808633837,886.0,702.05,237.51,791,0.004,p94,Other-Functions,Mamestra configurata,dsDNA,Alphabaculovirus
915,BCS83225.1,Mimiviridae,Mimiviridae,Mimiviridae,37,0.003600107808633837,838.0,786.05,28.85,911,0.005,DEAD/SNF2-like helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
916,DAB41740.1,Mitoviridae,Mitoviridae,Mitoviridae,37,0.003600107808633837,821.0,781.76,15.93,912,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Beta vulgaris,ssRNA(+),Duamitovirus
917,YP_009051991.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,37,0.003600107808633837,819.0,673.24,256.27,865,0.005,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
918,AGE55747.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,37,0.003600107808633837,789.0,620.3,248.96,793,0.004,helicase,Replication-Transcription,Chlorella heliozoae,dsDNA,Chlorovirus
919,AYV76414.1,Mimiviridae,Mimiviridae,Mimiviridae,37,0.003600107808633837,752.0,696.0,17.11,748,0.004,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
920,NP_042941.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,37,0.003600107808633837,694.0,657.43,96.98,680,0.004,glycoprotein H,Glycoprotein,Homo sapiens,dsDNA,Roseolovirus
921,YP_009666663.1,Baculoviridae,Baculoviridae,Baculoviridae,37,0.003600107808633837,681.0,666.43,24.07,696,0.004,F protein,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
922,AKG94053.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,36,0.003502807597589679,3246.0,3104.33,410.22,5020,0.026,VP1/2,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
923,QKN88782.1,Caliciviridae,Caliciviridae,Caliciviridae,36,0.003502807597589679,2608.0,1664.14,954.08,2505,0.013,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Bavovirus
924,QVX19931.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,36,0.003502807597589679,2045.0,536.28,707.61,597,0.003,polyprotein,Other-Functions,Rubus idaeus,dsDNA-RT,Badnavirus
925,QHN75177.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,36,0.003502807597589679,1987.0,1312.25,836.51,1914,0.01,replicase polyprotein,Replication-Transcription,Nicotiana occidentalis,ssRNA(+),Citrivirus
926,ALD83625.1,Nairoviridae,Nairoviridae,Nairoviridae,36,0.003502807597589679,1909.0,1405.39,95.37,2009,0.01,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-),Orthonairovirus
927,NP_620642.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,36,0.003502807597589679,1323.0,1150.67,360.83,1559,0.008,replicase,Replication-Transcription,Trifolium repens,ssRNA(+),Potexvirus
928,AVP72154.1,Reoviridae,Reoviridae,Sedoreoviridae,36,0.003502807597589679,1225.0,1045.17,312.2,1373,0.007,VP1,Other-Functions,Culex tritaeniorhynchus,dsRNA,Seadornavirus
929,YP_009094119.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,36,0.003502807597589679,1052.0,589.44,396.74,629,0.003,attachment glycoprotein,Structural-Envelope,Rattus norvegicus,ssRNA(-),Jeilongvirus
930,AOR51364.1,Totiviridae,Totiviridae,Totiviridae,36,0.003502807597589679,1006.0,829.03,171.04,974,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Aedes aegypti,dsRNA,Totivirus
931,YP_009130647.1,Astroviridae,Astroviridae,Astroviridae,36,0.003502807597589679,889.0,697.89,298.17,773,0.004,nonstructural protein,Non-structural,Canis lupus familiaris,ssRNA(+),Mamastrovirus
932,QBK89142.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,36,0.003502807597589679,636.0,596.14,52.82,555,0.003,glucosamine-fructose-6-phosphate aminotransferase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
933,QHN64363.1,Picornaviridae,Picornaviridae,Picornaviridae,35,0.0034055073865455216,2485.0,617.69,843.89,683,0.004,polyprotein,Polyprotein,Macaca mulatta,ssRNA(+),Sapelovirus
934,QYA72416.1,Secoviridae,Secoviridae,Secoviridae,35,0.0034055073865455216,2113.0,1254.29,903.18,1702,0.009,polymerase,Polyprotein,Actinidia chinensis,ssRNA(+),Nepovirus
935,YP_009552830.1,Caliciviridae,Caliciviridae,Caliciviridae,35,0.0034055073865455216,1991.0,834.2,618.49,972,0.005,polyprotein,Polyprotein,Macaca mulatta,ssRNA(+),Recovirus
936,AGG16061.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,35,0.0034055073865455216,1898.0,731.46,709.95,791,0.004,ORF-C,Other-Functions,Elephas maximus,dsDNA,Proboscivirus
937,ALZ45690.1,Nimaviridae,Nimaviridae-Mimiviridae-Iridoviridae,Nimaviridae,35,0.0034055073865455216,1690.0,842.34,642.52,1097,0.006,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
938,AVL84357.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,35,0.0034055073865455216,1388.0,1171.63,441.07,1581,0.008,RNA-dependent RNA polymerase,Replication-Transcription,Lilium,ssRNA(+),Potexvirus
939,QFG74865.1,Mimiviridae,Mimiviridae-Marseilleviridae-Poxviridae-Phycodnaviridae,Mimiviridae,35,0.0034055073865455216,1076.0,608.37,144.05,556,0.003,NAD-dependent DNA ligase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
940,AZQ20773.1,Iridoviridae,Iridoviridae,Iridoviridae,35,0.0034055073865455216,1050.0,737.91,306.56,800,0.004,ORF-2,Cell-Structure,Trichopodus leerii,dsDNA,Megalocytivirus
941,YP_009293591.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,35,0.0034055073865455216,1012.0,975.54,122.92,1203,0.006,glycoprotein precursor,Glycoprotein,Ixodes uriae,RNA,Uukuvirus
942,AAA16736.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,35,0.0034055073865455216,809.0,719.06,213.74,784,0.004,RIR1,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
943,QBK89057.1,Mimiviridae,Mimiviridae,Mimiviridae,35,0.0034055073865455216,789.0,668.83,199.19,713,0.004,ankyrin repeat protein,Other-Functions,Acanthamoeba polyphaga,dsDNA,Mimivirus
944,QRW42293.1,Luteoviridae,Luteoviridae-Solemoviridae,Solemoviridae,35,0.0034055073865455216,647.0,634.91,24.67,608,0.003,putative serine protease,Other-Functions,Undefined host,ssRNA(+),Sobemovirus
945,QXC77018.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,34,0.003308207175501364,3357.0,2302.88,1403.68,3423,0.018,UL36,Structural-Envelope,Gallus gallus,dsDNA,Mardivirus
946,QIM73877.1,Flaviviridae,Flaviviridae,Flaviviridae,34,0.003308207175501364,3050.0,2222.35,1174.26,3291,0.017,polyprotein,Polyprotein,Rattus exulans,ssRNA(+),Hepacivirus
947,YP_164335.1,Picornaviridae,Picornaviridae,Picornaviridae,34,0.003308207175501364,2521.0,1241.74,1012.5,1657,0.009,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Anativirus
948,YP_008531322.1,Picornaviridae,Picornaviridae,Picornaviridae,34,0.003308207175501364,2259.0,938.53,988.89,1214,0.006,polyprotein,Polyprotein,Anguilla anguilla,ssRNA(+),Parechovirus
949,YP_009220366.1,Virgaviridae,Virgaviridae,Virgaviridae,34,0.003308207175501364,1850.0,1584.12,473.44,2212,0.012,RNA-dependent RNA polymerase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Pomovirus
950,P43139.1,Asfarviridae,Asfarviridae,Asfarviridae,34,0.003308207175501364,1244.0,989.18,427.86,1294,0.007,G1211R,Replication-Transcription,Sus scrofa,dsDNA,Asfivirus
951,YP_238426.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,34,0.003308207175501364,939.0,923.53,29.58,1074,0.006,ORF63,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
952,QIP68050.1,Totiviridae,Totiviridae,Totiviridae,34,0.003308207175501364,901.0,756.94,135.84,797,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Erysiphe sp.,dsRNA,Totivirus
953,QDH91058.1,Mitoviridae,Mitoviridae,Mitoviridae,34,0.003308207175501364,858.0,692.09,193.6,695,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Plasmopara viticola,ssRNA(+),Mitovirus
954,ARF08920.1,Mimiviridae,Mimiviridae,Mimiviridae,34,0.003308207175501364,797.0,734.18,29.16,756,0.004,hypothetical protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
955,QKK82921.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,34,0.003308207175501364,717.0,524.88,269.87,502,0.003,PB1 protein,Other-Functions,Homo sapiens,ssRNA(-),Thogotovirus
956,YP_293704.1,Closteroviridae,Closteroviridae,Closteroviridae,34,0.003308207175501364,669.0,629.18,130.79,591,0.003,minor coat protein,Structural-Envelope,Solanum lycopersicum,ssRNA(+),Crinivirus
957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,33,0.003210906964457206,2608.0,998.45,667.12,1207,0.006,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus
958,YP_010087157.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,33,0.003210906964457206,2113.0,973.91,993.2,1282,0.007,RNA-dependent RNA polymerase,Replication-Transcription,Glycine max,ssRNA(-),Cytorhabdovirus
959,AIT39631.1,Secoviridae,Secoviridae,Secoviridae,33,0.003210906964457206,1979.0,952.82,628.83,1123,0.006,coat protein,Polyprotein,Rubus,ssRNA(+),Nepovirus
960,YP_003358194.1,Alloherpesviridae,Alloherpesviridae,Alloherpesviridae,33,0.003210906964457206,1720.0,582.12,682.46,638,0.003,DNA polymerase,Replication-Transcription,Cyprinus carpio,dsDNA,Cyvirus
961,YP_009507836.1,Totiviridae,Totiviridae,Totiviridae,33,0.003210906964457206,1481.0,809.45,591.29,958,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Trichomonas vaginalis,dsRNA,Trichomonasvirus
962,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,33,0.003210906964457206,1144.0,1033.55,204.66,1237,0.006,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
963,AGE51440.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,33,0.003210906964457206,836.0,510.36,261.88,529,0.003,putative bifunctional chitinase/lysozyme,Other-Functions,Chlorella variabilis,dsDNA,Chlorovirus
964,QKU33935.1,Mimiviridae,Mimiviridae,Mimiviridae,32,0.003113606753413048,1785.0,1368.59,567.46,1734,0.009,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba polyphaga,dsDNA,Mimivirus
965,ARF09230.1,Mimiviridae,Mimiviridae,Mimiviridae,32,0.003113606753413048,1484.0,1145.78,206.87,1380,0.007,putative NTPase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
966,AVT50749.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,32,0.003113606753413048,1284.0,874.16,529.58,1061,0.006,DNA polymerase catalytic subunit,Replication-Transcription,Bos taurus,dsDNA,Varicellovirus
967,AYV76046.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,32,0.003113606753413048,1080.0,931.72,210.55,1040,0.005,lon protease-like protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
968,YP_009179315.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,32,0.003113606753413048,756.0,582.25,257.12,513,0.003,envelope glycoprotein H,Structural-Envelope,Elephas maximus,dsDNA,Proboscivirus
969,AYW76619.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,31,0.00301630654236889,4189.0,2362.23,1836.65,3287,0.017,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
970,QKE51408.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,31,0.00301630654236889,2641.0,2556.74,434.61,3511,0.018,ORF64,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
971,QHZ60202.1,Aspiviridae,Aspiviridae,Aspiviridae,31,0.00301630654236889,2417.0,1459.81,1023.91,1890,0.01,unknown,Replication-Transcription,Lachenalia,ssRNA(-),Ophiovirus
972,YP_009666115.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,31,0.00301630654236889,1665.0,1104.71,498.0,1281,0.007,glycoprotein precursor,Glycoprotein,Homo sapiens,ssRNA(-),Orthonairovirus
973,BCS82822.1,Mimiviridae,Mimiviridae,Mimiviridae,31,0.00301630654236889,1182.0,620.06,371.15,641,0.003,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
974,QEJ80777.1,Adenoviridae,Adenoviridae,Adenoviridae,31,0.00301630654236889,1088.0,979.77,71.27,1070,0.006,100 kDa protein,Hypothetical,Gallus gallus,dsDNA,Aviadenovirus
975,QPF49922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,31,0.00301630654236889,753.0,680.61,174.11,624,0.003,terminase subunit 1,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
976,AEM64091.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,31,0.00301630654236889,688.0,644.74,157.11,594,0.003,gH,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
977,YP_009507752.1,Reoviridae,Reoviridae,Spinareoviridae,31,0.00301630654236889,653.0,579.03,191.36,521,0.003,putative outer capsid VP4,Structural-Envelope,Ctenopharyngodon idella,dsRNA,Aquareovirus
978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,6464,0.6289485641894357,,,,47941,0.25,Prokaryotic-viral,Other-Functions,Bacteria-Arqueas,Variaty,Variaty
979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,7561,0.7356868957048768,,,,107423,0.561,Non-Viral,Other-Functions,Non-Viral,Variaty,Variaty
